"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"606",0,1,1,1,0,0,0,1,0,0
"607",1,1,1,0,1,1,1,0,0,0
"608",0,1,0,1,1,1,1,1,1,1
"609",1,1,1,1,0,1,1,0,1,0
"610",1,0,1,1,1,0,0,0,0,0
"611",1,0,0,1,0,0,0,0,0,0
"612",0,0,0,0,1,0,1,1,1,1
"613",1,1,1,1,1,1,1,0,0,0
"614",0,0,0,0,0,0,1,0,0,0
"615",0,0,0,0,0,0,0,0,0,1
"616",1,1,1,0,1,1,0,0,0,0
"617",0,0,0,0,0,0,0,1,0,1
"618",0,1,0,0,1,1,0,1,1,1
"619",1,0,0,1,0,0,1,1,1,1
"620",0,1,1,1,1,0,1,1,0,0
"621",0,0,0,0,0,0,0,0,0,1
"622",1,0,0,0,0,0,1,0,0,0
"623",1,1,1,1,1,0,1,1,0,0
"624",0,1,0,0,0,0,0,0,0,0
"625",0,0,0,1,0,0,0,0,0,0
"626",1,1,1,1,0,0,0,0,0,0
"627",0,0,0,0,0,0,0,0,1,1
"628",0,0,1,1,1,0,1,1,1,1
"629",1,0,1,1,1,1,1,1,1,1
"630",0,0,0,0,1,1,1,1,1,1
"631",0,0,0,0,0,1,0,1,1,1
"632",1,1,1,1,0,1,1,1,0,1
"633",1,1,0,0,0,0,0,0,0,0
"634",0,0,0,1,1,0,1,1,1,1
"635",1,1,0,1,0,0,0,0,0,0
"636",1,1,1,1,1,0,1,1,1,1
"637",1,1,1,1,1,1,0,1,1,1
"638",1,0,1,1,1,1,1,1,1,1
"639",1,1,1,0,1,1,0,0,0,1
"640",1,1,1,1,1,1,0,0,1,0
"641",0,0,0,1,1,1,1,1,1,1
"642",0,0,0,0,1,0,0,1,1,1
"643",0,0,0,1,1,1,1,1,1,0
"644",1,1,1,0,0,0,0,0,0,0
"645",0,1,0,1,0,1,1,1,1,1
"646",1,1,1,1,1,1,1,0,0,1
"647",1,1,0,0,1,1,0,1,1,1
"648",1,0,1,0,1,1,1,1,1,1
"649",1,1,1,0,0,1,1,1,0,0
"650",0,1,0,1,1,1,1,1,1,1
"651",1,1,1,0,1,0,1,0,0,1
"652",1,0,0,1,0,0,0,0,0,0
"653",1,1,0,0,0,0,1,0,0,0
"654",1,1,0,1,1,1,1,1,1,1
"655",1,0,0,0,0,1,1,0,0,0
"656",0,0,0,1,0,1,1,1,1,1
"657",0,0,1,0,1,1,1,1,1,1
"658",1,1,0,0,0,0,0,0,0,0
"659",1,1,1,1,1,1,1,1,1,0
"660",0,0,0,0,0,0,0,1,0,1
"661",1,1,0,0,1,0,0,0,0,0
"662",0,0,0,1,1,0,0,0,0,1
"663",1,1,1,1,0,1,0,0,0,0
"664",0,1,0,1,1,1,1,1,1,1
"665",0,0,1,1,1,1,1,1,1,1
"666",1,0,0,0,0,0,0,0,0,0
"667",1,1,0,0,0,0,0,0,0,0
"668",0,0,0,0,0,0,1,1,1,1
"669",1,1,1,0,0,1,0,0,0,0
"670",1,0,0,1,0,0,0,0,0,0
"671",1,1,1,1,0,0,1,0,0,0
"672",1,1,1,1,1,1,0,1,0,1
"673",0,0,0,0,0,0,0,0,1,0
"674",0,1,0,0,1,0,0,0,0,0
"675",1,1,1,1,1,0,0,0,0,0
"676",1,1,1,0,0,1,1,0,0,0
"677",1,1,1,0,1,0,0,0,0,0
"678",0,0,0,0,0,1,0,0,1,1
"679",1,1,1,1,1,1,1,0,1,0
"680",1,0,1,0,0,0,0,0,0,0
"681",1,1,0,1,0,0,0,0,0,0
"682",0,0,0,1,0,1,1,0,1,0
"683",1,1,1,0,0,1,0,0,0,0
"684",1,1,1,1,0,1,1,1,1,0
"685",1,1,1,1,1,1,1,1,1,0
"686",0,1,0,0,0,0,0,0,0,0
"687",1,0,1,0,1,0,0,0,0,0
"688",1,0,1,1,1,1,1,1,1,1
"689",1,1,1,1,0,0,1,0,0,0
"690",0,0,0,1,1,0,1,0,1,1
"691",0,0,1,0,0,1,1,1,1,1
"692",1,1,0,1,0,0,0,0,0,0
"693",1,1,1,1,1,0,1,0,1,1
"694",1,0,1,1,1,0,0,0,0,0
"695",0,0,0,0,1,0,1,1,1,0
"696",1,1,0,1,1,1,1,0,0,0
"697",0,0,0,0,0,0,1,1,0,0
"698",1,1,1,1,1,1,0,1,1,0
"699",1,0,1,1,1,1,1,1,1,1
"700",0,0,0,0,1,1,1,1,1,1
"701",1,1,1,1,1,1,1,1,0,0
"702",1,1,1,1,1,1,1,0,0,0
"703",0,0,0,0,0,0,0,0,1,1
"704",1,1,0,1,1,1,0,0,1,0
"705",1,1,1,1,1,1,0,0,0,0
"706",0,0,0,0,1,0,0,1,1,1
"707",0,1,0,1,0,0,1,0,0,0
"708",1,0,0,0,0,1,0,0,0,0
"709",0,0,0,0,0,0,0,1,0,1
"710",1,0,0,0,0,0,0,0,0,0
"711",1,1,1,0,0,0,1,0,0,0
"712",1,1,1,0,1,0,0,0,0,0
"713",0,1,0,0,0,0,0,0,0,0
"714",1,1,1,1,1,0,0,0,0,0
"715",0,0,0,0,1,0,0,0,0,0
"716",1,1,1,1,1,1,1,1,1,0
"717",0,0,0,0,0,0,0,0,0,1
"718",0,0,1,1,1,1,1,1,1,1
"719",0,0,0,0,0,0,0,0,1,1
"720",1,1,0,1,1,0,0,0,0,0
"721",1,1,1,1,0,1,1,0,0,0
"722",0,0,0,1,0,1,1,1,1,1
"723",0,0,0,0,0,0,1,1,1,1
"724",0,0,0,0,0,0,0,0,0,1
"725",0,1,1,1,1,1,1,1,1,1
"726",1,1,0,0,1,1,0,1,0,0
"727",1,0,0,0,0,0,1,0,1,1
"728",0,0,0,0,0,0,0,1,1,0
"729",1,1,1,1,1,1,1,1,1,0
"730",1,1,1,1,1,0,0,0,0,1
"731",0,0,0,0,0,0,1,0,0,1
"732",0,1,0,1,0,1,0,0,1,1
"733",1,1,1,1,1,1,0,0,0,0
"734",0,0,0,1,0,1,1,1,1,1
"735",0,0,0,0,1,0,0,1,1,1
"736",1,1,1,1,0,0,0,0,0,0
"737",0,0,1,0,0,0,0,0,0,0
"738",1,1,1,1,1,0,0,1,1,1
"739",1,1,1,1,1,1,1,1,0,0
"740",1,1,1,1,1,1,0,0,0,0
"741",0,1,0,0,0,0,0,0,0,0
"742",0,0,1,0,1,1,1,1,1,1
"743",1,1,1,0,1,1,1,0,0,0
"744",0,0,0,0,0,0,0,1,1,1
"745",0,1,1,1,1,1,1,1,1,1
"746",1,1,1,1,1,0,1,1,0,0
"747",1,1,1,0,1,0,0,0,0,0
"748",1,1,1,1,1,1,1,1,1,0
"749",1,1,1,1,1,1,0,0,1,0
"750",0,1,1,1,0,1,0,1,1,1
"751",1,1,1,1,1,1,0,1,0,0
"752",0,0,1,1,1,1,1,1,1,1
"753",1,0,1,0,1,0,0,0,0,0
"754",0,0,0,0,0,0,0,1,1,1
"755",1,1,0,1,1,1,1,1,0,0
"756",0,0,0,0,0,1,0,0,0,0
"757",0,0,0,0,0,0,0,0,0,1
"758",1,1,1,1,1,1,1,0,0,1
"759",1,1,1,1,1,1,1,0,1,1
"760",1,1,1,1,1,1,0,0,0,0
"761",1,1,0,1,0,1,0,0,0,0
"762",1,1,1,0,0,0,0,0,0,0
"763",0,0,1,0,0,0,0,0,0,1
"764",1,0,1,0,0,0,0,0,0,0
"765",0,0,0,1,0,0,0,0,0,0
"766",0,0,0,0,1,1,1,1,1,1
"767",1,1,1,0,1,0,1,0,0,1
"768",0,1,0,0,0,1,0,0,0,0
"769",0,0,1,1,1,1,0,1,0,1
"770",0,0,1,0,0,0,0,0,0,0
"771",1,1,1,1,1,0,0,0,0,0
"772",1,0,1,1,0,0,0,0,0,0
"773",1,1,1,0,0,0,0,0,0,0
"774",1,1,1,1,1,1,1,0,0,0
"775",0,0,0,0,0,1,0,1,1,1
"776",1,1,1,1,0,1,0,0,0,0
"777",0,1,0,0,0,0,0,0,1,1
"778",0,1,0,1,0,1,0,1,1,1
"779",1,1,1,1,0,0,1,0,0,0
"780",0,0,0,0,0,0,0,0,1,0
"781",1,0,1,1,1,1,1,1,1,1
"782",0,0,0,0,0,1,1,1,1,1
"783",1,1,0,1,0,0,0,0,0,0
"784",0,0,0,0,0,0,1,1,1,1
"785",0,1,1,1,1,1,1,1,1,1
"786",0,0,0,0,0,0,0,0,0,1
"787",0,0,1,1,1,1,1,1,1,1
"788",1,1,1,1,1,0,1,1,0,1
"789",0,0,0,1,1,0,1,0,1,1
"790",0,1,0,1,0,1,1,1,1,1
"791",0,0,0,0,0,1,1,0,1,1
"792",1,0,1,1,1,1,1,1,1,1
"793",1,1,1,1,1,0,1,1,1,1
"794",0,0,0,0,0,0,0,1,0,0
"795",1,0,0,0,0,1,1,1,1,1
"796",1,1,1,0,0,0,1,0,0,0
"797",0,0,0,0,1,0,0,0,1,1
"798",0,0,0,0,0,0,1,1,1,1
"799",1,0,0,1,0,0,0,0,0,0
"800",1,1,0,1,0,0,1,1,0,0
"801",0,0,0,1,1,1,1,1,1,1
"802",1,1,1,1,1,1,1,1,1,0
"803",1,1,0,0,0,1,0,0,0,0
"804",0,0,0,0,1,1,0,1,1,1
"805",1,1,1,1,1,1,1,1,1,0
"806",0,0,0,0,0,0,0,1,0,0
"807",1,1,1,0,0,1,1,0,0,0
"808",1,1,1,1,0,1,1,1,1,1
"809",1,1,1,1,1,1,1,0,0,0
"810",1,1,1,0,0,0,0,1,0,0
"811",1,1,1,1,0,1,1,1,1,1
"812",1,1,0,1,1,1,1,1,1,1
"813",1,1,1,1,0,0,0,0,0,0
"814",1,1,1,1,1,1,1,1,0,0
"815",1,1,1,1,1,1,1,0,0,1
"816",1,0,1,1,1,1,0,0,0,0
"817",1,0,1,0,0,0,0,0,0,0
"818",1,1,0,1,1,0,1,1,1,0
"819",0,1,1,1,1,1,1,1,1,1
"820",1,1,0,1,0,0,1,1,0,0
"821",1,1,1,1,1,1,1,0,1,0
"822",0,1,0,0,0,0,0,0,1,0
"823",1,1,1,1,1,1,1,1,0,0
"824",1,1,0,1,0,1,1,1,1,1
"825",1,1,1,1,0,1,0,0,0,0
"826",0,0,1,0,0,1,1,1,1,1
"827",1,1,0,1,0,0,1,0,0,0
"828",0,0,0,0,0,0,0,0,1,1
"829",1,1,1,1,1,1,1,1,0,1
"830",0,0,0,1,1,0,1,1,1,1
"831",0,0,1,1,0,1,1,1,1,1
"832",1,1,1,0,1,0,0,0,0,0
"833",0,0,1,0,0,0,0,0,0,0
"834",1,1,1,1,1,1,0,0,0,0
"835",0,1,1,1,1,1,1,1,1,1
"836",1,1,0,1,1,1,1,0,0,0
"837",0,0,1,0,1,1,1,1,1,1
"838",0,0,0,0,0,0,1,1,1,0
"839",1,0,1,1,1,1,1,1,1,1
"840",1,1,1,0,0,1,1,0,0,0
"841",0,0,0,0,0,0,0,1,1,1
"842",0,0,0,0,0,0,1,0,0,1
"843",1,1,1,1,1,1,1,0,1,0
"844",1,1,1,1,0,0,0,0,0,0
"845",1,1,1,1,0,1,1,1,0,0
"846",1,0,1,1,1,1,1,1,0,0
"847",1,1,0,0,0,0,0,0,0,0
"848",1,1,1,1,1,1,0,0,0,1
"849",0,0,0,0,1,0,0,0,0,0
"850",0,0,0,0,0,0,0,1,1,1
"851",0,1,1,1,1,1,1,1,1,1
"852",1,1,0,0,1,1,0,0,0,0
"853",0,0,0,0,0,0,0,1,1,1
"854",0,0,0,0,1,1,1,1,0,1
"855",0,0,0,0,0,0,1,0,0,1
"856",0,0,1,0,0,1,1,1,1,1
"857",0,1,1,1,1,1,1,1,1,1
"858",0,1,0,1,1,1,1,1,1,1
"859",1,0,1,1,0,0,0,0,0,0
"860",1,1,1,1,0,1,1,1,0,0
"861",1,1,0,1,1,0,1,1,1,1
"862",0,1,0,0,1,1,1,1,1,1
"863",1,0,1,0,0,0,0,0,0,0
"864",1,1,1,1,1,1,1,0,1,1
"865",1,1,0,1,0,1,1,1,1,1
"866",1,1,1,1,1,1,1,0,1,0
"867",0,0,0,0,0,0,0,0,1,1
"868",0,0,0,0,0,0,0,0,0,1
"869",1,1,1,1,1,1,1,1,0,1
"870",0,0,0,0,0,0,1,1,1,1
"871",0,0,0,0,0,0,0,1,0,0
"872",0,1,0,0,0,0,1,0,0,0
"873",0,1,1,0,0,0,0,0,0,0
"874",0,0,0,0,0,0,0,0,0,1
"875",0,0,0,0,0,0,0,0,0,1
"876",0,0,0,0,0,0,0,1,0,1
"877",0,0,0,0,0,1,1,1,1,1
"878",0,0,0,1,1,1,1,1,1,1
"879",1,1,0,0,1,1,1,1,1,1
"880",1,1,0,0,0,0,1,1,1,1
"881",0,0,0,1,1,0,1,1,1,0
"882",1,1,0,0,0,0,0,0,0,0
"883",1,1,0,0,0,0,0,0,0,0
"884",1,1,1,1,1,1,1,0,1,1
"885",1,1,1,1,1,1,0,0,1,0
"886",1,1,1,0,0,0,0,0,0,0
"887",0,0,0,1,0,1,0,0,0,1
"888",0,0,0,0,1,0,1,1,1,1
"889",1,1,0,0,0,0,1,0,0,0
"890",0,0,0,0,0,0,0,1,0,1
"891",0,0,1,1,1,0,0,0,0,0
"892",0,0,0,0,1,1,0,1,1,1
"893",0,1,0,0,0,0,0,0,0,0
"894",1,1,1,0,1,1,1,0,0,0
"895",1,1,1,1,0,0,1,1,0,0
"896",1,0,0,0,0,0,1,0,0,0
"897",0,0,0,0,0,1,1,0,0,1
"898",1,1,1,0,0,1,0,0,0,0
"899",0,0,1,0,0,0,0,1,1,1
"900",0,1,0,0,0,1,1,1,1,1
"901",0,0,1,0,1,1,0,1,1,1
"902",1,1,1,0,1,0,0,0,1,0
"903",1,1,1,1,1,1,1,1,1,0
"904",0,1,0,0,0,1,1,0,1,1
"905",0,0,0,1,1,1,1,1,1,1
"906",0,0,0,0,1,1,1,1,1,1
"907",1,1,1,1,1,1,1,1,1,0
"908",1,1,1,0,1,1,1,0,0,0
"909",0,1,0,1,1,1,1,1,1,1
"910",0,0,0,0,0,0,0,0,1,1
"911",0,0,0,1,0,1,1,1,1,1
"912",0,0,1,0,0,0,0,0,0,0
"913",0,0,0,0,1,1,1,1,1,1
"914",0,0,0,0,0,0,0,1,0,0
"915",1,1,0,0,0,0,0,0,0,0
"916",1,0,0,0,1,0,1,1,1,1
"917",0,1,1,1,1,1,1,1,1,1
"918",0,0,0,0,0,1,1,1,0,1
"919",1,1,1,1,1,1,1,0,1,0
"920",0,0,0,0,1,1,0,0,1,1
"921",0,0,0,0,0,0,1,0,0,1
"922",0,0,0,1,1,1,0,1,1,1
"923",0,0,0,0,0,0,0,0,0,1
"924",0,0,0,0,0,0,1,0,1,0
"925",0,1,1,1,1,1,1,1,1,1
"926",1,1,1,0,1,0,0,0,1,1
"927",0,0,0,0,0,1,0,0,0,0
"928",1,1,0,0,0,1,1,0,0,0
"929",1,1,1,1,1,0,1,0,0,0
"930",0,0,0,1,1,0,0,1,1,1
"931",1,1,1,1,1,1,1,0,1,0
"932",0,0,0,0,0,0,0,0,0,1
"933",0,0,0,0,0,0,0,1,1,0
"934",0,0,0,0,0,0,0,1,0,0
"935",0,0,0,1,1,0,1,1,1,1
"936",0,0,0,0,0,0,0,1,1,1
"937",1,1,1,1,1,1,1,0,1,0
"938",1,0,0,1,1,1,0,1,1,1
"939",0,0,0,0,1,0,0,0,0,1
"940",0,1,0,1,0,0,0,1,1,0
"941",1,1,1,1,1,1,1,0,0,0
"942",1,1,1,1,1,1,0,1,0,1
"943",0,0,0,0,1,0,0,1,1,0
"944",0,0,0,0,1,0,0,0,0,1
"945",1,0,0,0,0,0,0,0,0,0
"946",1,1,1,1,0,1,0,0,0,0
"947",0,1,0,1,0,0,0,0,0,0
"948",1,0,1,1,0,0,0,0,0,0
"949",1,0,0,0,0,0,0,0,0,0
"950",0,0,0,0,1,1,1,0,1,1
"951",0,0,0,0,0,0,0,0,1,0
"952",1,1,1,1,1,1,0,0,0,0
"953",1,1,1,1,1,1,1,0,0,1
"954",0,1,1,1,1,1,1,1,1,1
"955",1,1,1,1,1,0,0,1,0,1
"956",0,0,0,0,0,0,1,0,0,1
"957",1,0,1,1,1,1,1,1,1,1
"958",0,0,0,0,1,0,0,0,1,0
"959",0,0,1,1,1,1,1,1,1,1
"960",1,0,0,1,1,1,1,1,1,1
"961",1,1,1,0,1,0,0,0,0,0
"962",1,0,0,1,1,1,1,0,1,0
"963",0,1,0,0,0,0,0,0,0,0
"964",0,0,0,1,0,0,1,0,1,1
"965",1,0,0,0,1,0,0,1,0,1
"966",1,0,1,1,1,0,0,0,0,0
"967",0,1,0,1,1,1,1,1,1,1
"968",1,0,1,1,0,1,0,1,1,1
"969",1,1,1,1,1,0,0,0,0,0
"970",0,0,0,1,0,0,1,1,1,0
"971",1,1,1,1,1,1,1,1,0,0
"972",0,0,0,0,0,0,0,1,0,0
"973",1,0,0,1,1,1,1,1,1,1
"974",1,1,1,1,1,1,0,0,0,0
"975",1,1,1,0,1,0,1,1,0,0
"976",1,0,0,0,0,0,0,0,0,0
"977",1,1,0,1,1,1,1,1,1,1
"978",1,0,0,0,0,0,0,0,0,0
"979",0,0,1,1,1,1,1,1,1,1
"980",1,1,0,1,0,1,0,0,0,1
"981",0,0,0,0,1,1,1,1,0,1
"982",0,0,1,0,0,0,1,1,1,1
"983",0,0,0,1,1,1,1,1,1,1
"984",1,1,1,1,1,1,1,1,0,0
"985",0,0,0,0,0,0,0,1,0,0
"986",1,1,0,0,0,0,0,0,0,0
"987",1,0,0,0,0,0,0,0,0,0
"988",0,0,1,0,0,0,0,0,0,0
"989",1,0,0,1,1,0,1,1,1,1
"990",0,0,0,0,1,1,1,1,1,1
"991",0,0,1,0,0,1,0,0,0,0
"992",1,1,1,1,0,1,0,0,0,0
"993",1,1,1,1,1,0,1,0,1,0
"994",0,1,1,0,1,1,1,1,1,1
"995",0,0,0,0,0,1,0,1,1,1
"996",1,1,1,1,1,1,1,1,1,0
"997",0,1,0,0,0,0,1,1,1,1
"998",1,1,1,1,1,1,1,1,0,1
"999",0,0,0,0,1,0,1,1,1,1
"1000",0,0,1,0,0,0,0,0,0,0
"1001",0,0,0,0,1,1,1,1,1,1
"1002",1,1,1,1,1,1,0,0,0,0
"1003",1,1,1,1,1,1,0,0,1,0
"1004",1,1,1,1,1,1,1,0,0,1
"1005",0,1,1,1,1,0,1,1,1,1
"1006",0,1,0,0,0,1,1,1,1,1
"1007",0,0,0,0,1,1,1,1,1,1
"1008",0,0,0,0,0,0,0,1,0,0
"1009",0,0,0,0,0,0,0,0,1,1
"1010",1,0,0,0,1,1,1,1,0,1
"1011",0,0,0,1,1,0,0,1,1,1
"1012",1,1,1,1,1,1,1,0,1,1
"1013",1,1,1,1,0,1,1,1,1,1
"1014",0,1,0,0,0,0,1,0,0,0
"1015",1,1,1,1,0,0,0,0,0,0
"1016",0,0,0,0,0,1,1,1,1,1
"1017",0,0,0,0,0,0,1,1,1,1
"1018",0,0,0,1,1,0,0,0,1,1
"1019",0,0,0,0,1,1,0,0,0,1
"1020",0,0,0,0,0,0,0,0,0,1
"1021",1,0,0,1,1,0,0,0,0,0
"1022",1,1,0,0,0,0,0,0,0,0
"1023",1,1,1,1,1,0,1,1,0,0
"1024",0,1,1,0,1,1,1,1,1,1
"1025",1,1,1,1,1,0,1,1,1,0
"1026",1,1,1,0,1,0,0,0,0,1
"1027",0,0,0,0,0,0,1,0,1,0
"1028",1,1,1,1,0,1,1,1,0,0
"1029",1,1,1,1,1,1,1,0,1,1
"1030",1,1,1,0,1,1,0,0,0,0
"1031",0,0,1,0,1,1,1,1,1,1
"1032",0,1,0,0,0,0,0,0,0,0
"1033",0,0,0,0,1,0,1,1,1,1
"1034",1,0,1,0,0,0,0,0,0,0
"1035",1,1,1,1,0,1,1,1,1,1
"1036",1,1,1,1,0,1,1,1,1,1
"1037",0,0,0,0,0,0,0,1,0,0
"1038",0,0,1,1,1,1,1,1,1,1
"1039",1,1,1,1,1,1,1,1,0,1
"1040",0,0,0,0,0,1,0,0,0,0
"1041",1,0,0,0,0,0,0,0,0,0
"1042",0,0,0,0,1,1,1,1,0,1
"1043",1,1,1,1,0,1,1,0,0,0
"1044",0,1,0,0,1,1,1,1,1,1
"1045",0,1,1,0,0,0,1,0,0,0
"1046",0,0,0,0,0,0,0,1,0,0
"1047",0,0,0,0,0,1,1,1,1,1
"1048",0,0,0,1,0,1,0,1,0,1
"1049",1,1,1,1,0,0,0,0,0,0
"1050",1,1,1,1,1,1,1,1,0,1
"1051",1,1,0,0,0,0,0,0,0,0
"1052",0,0,0,0,0,1,0,1,1,1
"1053",1,1,1,1,1,1,0,1,0,1
"1054",0,0,0,0,1,1,1,1,1,1
"1055",1,1,1,1,1,1,1,0,1,1
"1056",0,0,0,0,0,0,1,1,0,1
"1057",1,1,1,1,1,0,0,0,0,0
"1058",0,0,0,0,0,1,1,1,1,1
"1059",1,1,1,1,1,0,1,0,0,0
"1060",0,0,1,1,1,0,0,0,0,0
"1061",0,1,1,1,1,1,1,1,1,1
"1062",1,1,1,1,1,1,0,1,1,1
"1063",1,1,1,1,1,1,1,1,0,0
"1064",1,1,1,1,1,1,1,0,1,1
"1065",0,1,0,0,0,0,0,1,1,1
"1066",0,0,0,1,1,0,1,1,0,1
"1067",1,0,1,1,1,1,1,1,1,1
"1068",1,0,1,0,1,1,1,1,1,1
"1069",0,1,0,0,1,0,1,1,1,1
"1070",1,1,1,0,1,1,1,1,1,1
"1071",0,0,0,1,0,0,0,0,0,0
"1072",0,0,0,0,1,1,0,0,1,1
"1073",1,0,1,0,0,0,0,0,0,0
"1074",1,1,1,1,1,1,0,0,0,0
"1075",0,0,0,0,0,0,0,0,1,0
"1076",1,0,1,0,1,1,1,1,1,1
"1077",1,1,0,1,0,1,0,0,0,0
"1078",0,1,0,0,0,1,1,1,1,1
"1079",0,1,0,0,0,1,1,0,0,1
"1080",1,1,1,1,1,1,1,0,1,1
"1081",0,0,0,0,0,0,0,0,1,1
"1082",1,1,1,0,1,1,1,1,1,1
"1083",0,0,1,1,1,1,1,1,1,1
"1084",0,0,0,0,0,1,0,0,0,0
"1085",1,1,1,1,1,1,1,0,1,0
"1086",1,1,0,1,0,0,0,0,0,0
"1087",0,0,0,1,1,1,1,1,1,1
"1088",0,0,0,0,0,0,0,0,0,1
"1089",1,1,1,0,1,1,0,0,1,0
"1090",0,0,0,0,0,1,1,1,1,1
"1091",0,1,0,0,0,1,1,1,1,0
"1092",1,0,1,0,0,1,1,1,1,1
"1093",1,1,1,1,1,1,1,1,0,0
"1094",1,0,1,0,0,0,0,1,0,0
"1095",0,1,0,0,1,1,1,1,0,1
"1096",1,1,0,1,0,0,0,0,0,0
"1097",0,0,0,0,1,1,1,1,1,1
"1098",1,1,0,1,0,0,0,0,0,0
"1099",1,1,1,0,1,0,1,1,1,1
"1100",1,1,0,0,0,0,0,0,0,0
"1101",1,1,1,1,1,1,0,1,0,0
"1102",0,1,0,0,0,0,0,0,0,0
"1103",0,0,0,0,0,0,1,0,1,1
"1104",0,0,0,0,0,0,1,0,1,0
"1105",0,1,1,0,0,0,0,0,0,0
"1106",1,1,1,1,1,1,0,1,1,1
"1107",1,1,0,0,0,0,0,0,0,0
"1108",1,1,1,1,1,1,0,0,0,0
"1109",1,1,1,1,0,0,0,0,0,0
"1110",0,0,0,0,1,0,0,0,0,0
"1111",0,1,0,0,1,1,0,0,1,0
"1112",1,1,0,1,1,0,1,0,0,1
"1113",0,0,0,0,0,1,1,1,0,0
"1114",1,1,1,1,1,1,1,1,0,1
"1115",1,1,1,1,1,0,1,1,1,1
"1116",0,1,0,1,1,1,1,1,1,1
"1117",1,1,1,1,1,0,0,1,1,1
"1118",0,1,1,0,0,1,1,1,1,1
"1119",1,0,1,1,1,1,1,1,1,1
"1120",1,0,1,0,1,1,1,1,0,1
"1121",1,1,0,1,0,0,0,0,0,0
"1122",0,0,0,0,0,0,0,1,0,1
"1123",1,1,0,1,0,0,0,0,0,0
"1124",0,0,0,0,0,0,1,0,1,0
"1125",0,0,0,0,0,0,1,1,1,1
"1126",0,0,0,0,0,0,1,0,0,1
"1127",0,0,1,1,0,0,0,0,0,0
"1128",0,0,0,0,0,0,0,0,1,1
"1129",1,1,0,1,1,0,1,1,0,1
"1130",0,1,0,0,0,0,0,0,0,0
"1131",0,0,1,1,1,1,1,1,1,1
"1132",0,0,0,0,0,0,0,1,1,1
"1133",0,0,0,0,1,0,0,1,1,0
"1134",0,0,0,0,0,0,1,1,1,1
"1135",1,1,1,1,1,1,0,0,0,0
"1136",1,0,1,0,0,0,0,0,0,0
"1137",0,1,1,0,1,0,0,0,1,1
"1138",1,0,0,1,1,1,1,1,1,1
"1139",0,0,0,1,1,1,1,1,0,1
"1140",1,1,1,1,1,1,1,1,0,1
"1141",0,0,0,0,0,1,1,1,1,1
"1142",1,0,1,1,1,1,1,1,1,1
"1143",1,1,1,1,1,1,1,0,1,0
"1144",1,1,1,0,0,1,1,1,0,0
"1145",0,0,0,0,0,0,0,0,0,1
"1146",0,0,0,0,1,1,0,0,1,1
"1147",1,0,0,0,0,0,0,0,0,0
"1148",1,1,1,0,0,0,1,0,0,0
"1149",1,1,1,1,1,0,1,0,0,0
"1150",0,0,0,0,0,1,0,0,1,1
"1151",0,0,0,0,1,0,1,1,1,1
"1152",0,0,0,0,0,0,0,1,0,1
"1153",1,1,1,1,1,0,1,0,0,1
"1154",1,1,1,1,1,0,1,1,0,1
"1155",0,0,1,0,1,0,1,1,1,1
"1156",1,1,0,0,0,0,1,0,0,0
"1157",0,0,0,0,0,0,1,0,0,1
"1158",1,0,0,0,0,0,0,0,0,0
"1159",1,1,0,1,1,0,1,1,0,0
"1160",1,1,0,1,0,0,0,0,0,0
"1161",1,0,1,1,0,0,0,0,0,0
"1162",1,0,0,1,1,1,1,1,1,1
"1163",1,1,1,0,0,0,0,0,0,0
"1164",0,1,1,1,0,1,0,0,0,0
"1165",1,1,1,1,1,1,0,1,1,0
"1166",0,0,0,0,0,0,0,0,0,1
"1167",1,1,1,1,1,0,0,0,0,0
"1168",0,1,1,1,1,1,1,1,1,1
"1169",1,1,1,0,1,1,0,0,1,0
"1170",1,1,1,1,1,1,0,0,1,0
"1171",1,0,0,0,0,0,0,0,0,0
"1172",1,0,1,0,1,1,1,1,1,1
"1173",1,0,1,0,1,1,1,1,1,1
"1174",1,1,1,1,1,0,0,1,0,0
"1175",0,0,0,0,0,1,0,0,0,0
"1176",0,1,1,1,1,0,0,0,0,0
"1177",1,1,1,0,0,1,0,0,0,0
"1178",1,1,1,1,1,0,0,0,0,0
"1179",1,0,1,0,1,0,1,0,1,1
"1180",0,0,0,0,0,0,1,1,1,1
"1181",0,1,1,0,0,1,0,0,0,0
"1182",0,0,0,0,0,0,0,0,1,1
"1183",1,1,1,0,1,1,1,1,0,1
"1184",1,1,1,1,1,1,0,1,0,0
"1185",0,0,0,0,0,1,0,0,0,0
"1186",1,1,0,1,0,0,0,0,1,0
"1187",0,1,1,1,0,1,0,0,0,0
"1188",1,1,1,1,1,1,1,1,1,0
"1189",0,0,0,0,0,0,1,0,0,0
"1190",0,0,0,1,0,1,1,1,1,1
"1191",1,1,1,1,1,1,1,0,0,0
"1192",0,0,0,0,0,0,1,0,0,0
"1193",1,0,0,0,0,0,0,0,0,0
"1194",0,0,0,1,0,1,1,1,1,0
"1195",1,0,0,1,0,1,1,1,1,1
"1196",0,0,0,1,0,1,1,0,1,0
"1197",1,1,1,1,1,1,0,1,1,0
"1198",0,0,1,1,1,1,1,1,1,1
"1199",0,0,0,1,0,0,0,0,1,1
"1200",1,1,1,1,0,1,0,0,0,0
"1201",0,0,0,0,0,1,1,1,1,1
"1202",0,0,0,1,1,1,1,1,1,0
"1203",0,0,0,0,0,0,0,1,0,1
